"date","open","high","low","close","volume","adjClose"
"2019-05-15T13:30:00.000Z",138.77000427246094,144.5399932861328,138.44000244140625,143.63999938964844,528400,139.00277709960938
"2019-05-16T13:30:00.000Z",143.0399932861328,144.6199951171875,142.75,143.66000366210938,1008900,139.02212524414062
"2019-05-17T13:30:00.000Z",142.94000244140625,143.9499969482422,142.04600524902344,142.3800048828125,262600,137.78346252441406
"2019-05-20T13:30:00.000Z",141.67999267578125,142.24000549316406,140.57000732421875,141.5399932861328,657000,136.9705810546875
"2019-05-21T13:30:00.000Z",142.80999755859375,143.97999572753906,142,143.86000061035156,447600,139.21568298339844
"2019-05-22T13:30:00.000Z",142.7100067138672,143.6999969482422,142.4600067138672,142.8699951171875,350300,138.2576141357422
"2019-05-23T13:30:00.000Z",142.39999389648438,142.55999755859375,140.99000549316406,142.3300018310547,410100,137.7350616455078
"2019-05-24T13:30:00.000Z",143.14999389648438,144.55999755859375,142.89999389648438,144.2899932861328,450900,139.63177490234375
"2019-05-28T13:30:00.000Z",143.00999450683594,145.1300048828125,143.00999450683594,144.52000427246094,473800,139.85435485839844
"2019-05-29T13:30:00.000Z",141.6999969482422,143.25,140.97000122070312,143.07000732421875,583000,138.45118713378906
"2019-05-30T13:30:00.000Z",142.1699981689453,143.0800018310547,142.0800018310547,143,330800,138.38343811035156
"2019-05-31T13:30:00.000Z",140.47000122070312,143.4199981689453,140.10499572753906,143.02000427246094,635800,138.40280151367188
"2019-06-03T13:30:00.000Z",142.00999450683594,143.0500030517578,140.9499969482422,141.97000122070312,765600,137.38670349121094
"2019-06-04T13:30:00.000Z",142.41000366210938,144.14999389648438,141.9199981689453,143.0399932861328,624400,138.42213439941406
"2019-06-05T13:30:00.000Z",144.47999572753906,145.42999267578125,143.80999755859375,144.86000061035156,485100,140.1833953857422
"2019-06-06T13:30:00.000Z",146.38999938964844,148.7100067138672,146.1300048828125,148.47999572753906,330100,143.68650817871094
"2019-06-07T13:30:00.000Z",150.17999267578125,151.33999633789062,149.94000244140625,150.33999633789062,409500,145.48648071289062
"2019-06-10T13:30:00.000Z",150.8000030517578,154.1699981689453,150.5500030517578,153.83999633789062,647500,148.87347412109375
"2019-06-11T13:30:00.000Z",155.30999755859375,155.5399932861328,153.75,154.72000122070312,526600,149.7250518798828
"2019-06-12T13:30:00.000Z",154.74000549316406,155.5399932861328,154.47000122070312,154.6300048828125,318300,149.63796997070312
"2019-06-13T13:30:00.000Z",154.0399932861328,154.47999572753906,153.69000244140625,154.0500030517578,281600,149.07669067382812
"2019-06-14T13:30:00.000Z",153.22000122070312,153.31300354003906,152.28500366210938,152.86000061035156,196200,147.92510986328125
"2019-06-17T13:30:00.000Z",153.4600067138672,154.57000732421875,153.4499969482422,154.13999938964844,222600,149.16380310058594
"2019-06-18T13:30:00.000Z",156.5800018310547,158.52000427246094,156.4199981689453,158.2100067138672,289800,153.10240173339844
"2019-06-19T13:30:00.000Z",156.85000610351562,158.4499969482422,155.8699951171875,157.8300018310547,335100,152.73468017578125
"2019-06-20T13:30:00.000Z",162.0500030517578,163.63999938964844,160.58999633789062,161.16000366210938,659800,155.9571533203125
"2019-06-21T13:30:00.000Z",161.19000244140625,162.35400390625,161,162.2100067138672,369100,156.97328186035156
"2019-06-24T13:30:00.000Z",162.8699951171875,163.5,162.10000610351562,162.2100067138672,427600,156.97328186035156
"2019-06-25T13:30:00.000Z",161.4499969482422,162.24000549316406,159.1199951171875,159.74000549316406,465600,154.5830078125
"2019-06-26T13:30:00.000Z",159.6999969482422,160.27999877929688,158.75999450683594,159.5,403200,154.3507537841797
"2019-06-27T13:30:00.000Z",158.9600067138672,161,158.94000244140625,160.86000061035156,229000,155.66683959960938
"2019-06-28T13:30:00.000Z",161.32000732421875,162.61000061035156,161.1999969482422,161.4199981689453,191200,156.20875549316406
"2019-07-01T13:30:00.000Z",162.57000732421875,163.52999877929688,162.5,163.19000244140625,292500,157.921630859375
"2019-07-02T13:30:00.000Z",164.82000732421875,165.1999969482422,164.3699951171875,165.1199951171875,269600,159.789306640625
"2019-07-03T13:30:00.000Z",168.17999267578125,169.47999572753906,167.16000366210938,167.50999450683594,338100,162.10214233398438
